Date,Indonesia_Index,Indonesia_ETF,Singapore_Index,Singapore_ETF,Malaysia_Index,Malaysia_ETF,Thailand_Index,Thailand_ETF,Philippines_Index,Philippines_ETF
2015-05-13,5245.9287109375,21.294931411743164,3453.169921875,18.243553161621094,1803.02001953125,27.69500732421875,1495.949951171875,59.34519577026367,7806.3427734375,36.83809280395508
2015-05-15,5226.892578125,21.434654235839844,3463.10009765625,18.418970108032227,1811.9200439453125,28.248502731323242,1512.18994140625,60.4122428894043,7879.923828125,37.75926971435547
2015-05-18,5237.607421875,21.237398147583008,3459.570068359375,18.243553161621094,1823.5,28.125497817993164,1510.4100341796875,60.1184196472168,7908.396484375,37.57863998413086
2015-05-19,5269.166015625,21.459312438964844,3454.0400390625,18.14909553527832,1809.719970703125,27.71550750732422,1525.9599609375,60.68288040161133,7869.28662109375,37.26254653930664
2015-05-20,5292.54296875,21.599029541015625,3439.679931640625,18.095121383666992,1810.1099853515625,27.81800651550293,1520.1099853515625,60.29627227783203,7879.90380859375,37.569610595703125
2015-05-21,5313.0009765625,21.84559440612793,3439.860107421875,18.14909553527832,1795.0400390625,27.69500732421875,1526.25,61.06948471069336,7833.36572265625,37.623802185058594
2015-05-22,5314.94580078125,21.63190460205078,3450.179931640625,18.122112274169922,1787.5,27.428516387939453,1523.8599853515625,60.39678192138672,7808.162109375,37.081932067871094
2015-05-25,5288.15576171875,,3460.85009765625,,1767.3800048828125,,1508.1600341796875,,7759.53466796875,
2015-05-26,5320.693359375,21.418212890625,3459.97998046875,17.798263549804688,1764.0699462890625,26.649532318115234,1497.97998046875,58.803924560546875,7726.51318359375,36.34137725830078
2015-05-27,5253.18359375,21.3442440032959,3424.93994140625,17.663320541381836,1755.050048828125,26.731525421142578,1500.8399658203125,58.966304779052734,7596.74658203125,36.1065559387207
2015-05-28,5237.197265625,21.204524993896484,3417.77001953125,17.609346389770508,1755.56005859375,26.547027587890625,1493.6099853515625,58.58742904663086,7503.1005859375,35.456321716308594
2015-05-29,5216.17578125,21.13055992126465,3392.110107421875,17.379955291748047,1747.52001953125,26.321535110473633,1496.050048828125,58.86577224731445,7578.51123046875,35.80854415893555
2015-06-01,5213.61279296875,20.82646369934082,,17.285499572753906,1743.4100341796875,26.055038452148438,,58.548763275146484,7668.3984375,35.953041076660156
2015-06-03,5130.29931640625,20.522363662719727,3349.840087890625,17.325977325439453,1749.1700439453125,26.321535110473633,1482.0699462890625,58.50238037109375,7559.72607421875,35.46535873413086
2015-06-04,5095.62255859375,20.144304275512695,3345.0,17.218029022216797,1741.47998046875,25.85004234313965,1490.9000244140625,58.332271575927734,7551.7080078125,35.185386657714844
2015-06-05,5100.373046875,20.037456512451172,3333.669921875,17.04261016845703,1745.3299560546875,25.563047409057617,1507.3699951171875,58.77299880981445,7524.76513671875,34.83317947387695
2015-06-08,5014.79736328125,19.725141525268555,3320.330078125,16.975141525268555,1739.449951171875,25.481048583984375,1508.280029296875,59.02043914794922,7482.9658203125,34.733821868896484
2015-06-09,4899.69140625,19.37173080444336,3295.1298828125,17.01561737060547,1729.050048828125,25.501544952392578,1492.3199462890625,58.60288619995117,7321.55712890625,34.01132583618164
2015-06-10,4933.365234375,19.667612075805664,3325.77001953125,17.339475631713867,1735.6300048828125,25.95253562927246,1504.0400390625,59.69313049316406,7382.37158203125,34.67964553833008
2015-06-11,4928.62060546875,19.544330596923828,3347.669921875,17.379955291748047,1734.760009765625,25.686044692993164,1514.81005859375,59.7163200378418,7501.791015625,34.93251037597656
2015-06-12,4935.625,19.39638900756836,3353.85009765625,17.420434951782227,1734.3699951171875,25.58354377746582,1508.22998046875,59.468910217285156,,34.83317947387695
2015-06-15,4837.60546875,19.051198959350586,3323.1298828125,17.218029022216797,1722.1600341796875,25.378541946411133,1501.8900146484375,59.08229446411133,7454.2431640625,34.806087493896484
2015-06-16,4872.4091796875,19.37994956970215,3298.090087890625,17.272001266479492,1722.239990234375,25.54254913330078,1503.280029296875,59.63128662109375,7503.55029296875,35.10411071777344
2015-06-17,4945.56005859375,19.74158477783203,3325.909912109375,17.501394271850586,1726.8599853515625,25.624544143676758,1514.7900390625,59.9869499206543,7534.37255859375,35.384071350097656
2015-06-18,4945.30615234375,19.881296157836914,3300.419921875,17.487903594970703,1718.1199951171875,25.788541793823242,1508.0400390625,59.963775634765625,7604.904296875,35.998191833496094
2015-06-19,4984.81201171875,19.790889739990234,3300.9599609375,17.325977325439453,1721.77001953125,25.358049392700195,1491.4599609375,58.57196044921875,7599.2158203125,35.636940002441406
2015-06-22,4959.05859375,19.782672882080078,3315.1298828125,17.46091651916504,1732.760009765625,25.64504623413086,1504.06005859375,59.41476821899414,7607.18408203125,35.745323181152344
